Column_Name,Data_Type,Scientific_Family,Schema_Role,V1_Prediction_Time_Class,Experimental_Coverage_n,Experimental_Coverage_pct,CORE_M2,Pilot_M2_Action,Source_Type,Preprocessing,Potential_Leakage,Scientific_Justification,V2_Review_Status
Hot_Roll_T_C_Raw,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Hot_Roll_Final_Thickness_mm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Anneal_T_C_Raw,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,11,15.942,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Post_Anneal_Quench,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,11,15.942,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Test_T_C,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Test_Atmosphere,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Specimen_Orientation,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Specimen_Standard,object,OTHER,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Alpha_BCT_fraction,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Secondary_Phase_Status,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Fully_Recrystallized,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Grain_Size_Method,object,OTHER,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Grain_Size_Twin_Boundary_Exclusion,object,OTHER,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Stacking_Fault_State,object,OTHER,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Stacking_Fault_State_Raw,object,OTHER,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Cryogenic_Immersion,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_State_Timing,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Postfracture_Evidence_Method,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Postfracture_HCP_fraction_scope,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Postfracture_Predictor_Eligibility,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Postfracture_Mechanical_Twin_Status,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Slip_StackingFault_Status,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Alpha_BCT_Transformation_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Alpha_BCT_Transformation_Evidence,object,TARGET,TARGET_ONLY,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Alpha_BCT_Target_Safeguard,object,TARGET,TARGET_ONLY,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TWIP_Evidence_Abundance,object,TARGET,TARGET_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TWIP_Evidence_Strength,object,TARGET,TARGET_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
SFE_Raw_Bound,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
SFE_Bound_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
SFE_Predictor_Eligibility,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,17,24.638,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
SFE_Qualitative_Temperature_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
P022_Record_Role,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P022_Target_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
P022_Source_Identity_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
P022_QC_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P022_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
Original_Composition_Basis,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Normalized_Composition_at_pct,float64,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Composition_Normalization_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Atomic_Ratio_C_Addition_Raw,float64,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Atomic_Ratio_Mo_Addition_Raw,float64,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Processing_State,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Flat_Tensile_Specimen_Dimensions_mm,object,OTHER,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Strain_Rate_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Secondary_Phase,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Dendrite_Morphology,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Sigma_Phase_Evidence_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_HCP_Target_Guardrail,object,TARGET,TARGET_ONLY,NOT_IN_V1,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Paper_Native_Mechanism_Attribution,object,TARGET,TARGET_ONLY,NOT_IN_V1,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Author_Attributed_Target_Evidence_Grade,object,TARGET,TARGET_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_to_TWIP_Negative_Safeguard,object,TARGET,TARGET_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Twin_Boundary_Character,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Twin_Population_Qualitative,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Twin_Fraction_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Figure3_Digitization_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
SFE_General_Threshold_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
SFE_Qualitative_Trend,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
C4_Carbide_XRD_Coexistence_Safeguard,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
P023_Record_Role,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P023_Target_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
P023_Source_Identity_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
P023_Source_Family_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
P023_QC_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P023_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
Al_at%,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Local_EDS_AsCast_Composition_at_pct,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Local_EDS_DPass_Composition_at_pct,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Local_EDS_Chemistry_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Vacuum_Level_Raw,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Backfill_Atmosphere,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Cast_Ingot_Dimensions_mm,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Pass1_Rotation_rpm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Pass2_Rotation_rpm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Traverse_Speed_mm_min,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Plunge_Depth_mm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Tilt_deg,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Backplate,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FSP_Shielding,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Phase_Fraction_SD_pct,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Phase_Fraction_Method,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Phase_Fraction_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Precipitate_State,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Matrix_Al_Content_Trend,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
AsCast_Support_Grain_Size_um,float64,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
AsCast_Support_Grain_Size_SD_um,float64,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
AsCast_Grain_Size_Use_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Annealed_Grain_Size_Digitization_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
Al_Content_Curve_Digitization_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
Tensile_Curve_Digitization_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
True_Tensile_Strength_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
SDI_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
SDI_Predictor_Eligibility,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Mechanical_Stress_Basis_Status,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Mechanical_Value_Approximation_Status,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
PostTest_FCC_fraction,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
